WEIGHT NAME                                        SHAPE             MIN           MAX           STD      
bn4j_branch2c/moving_mean:0                       (1024,)           -0.2061        +0.0772      +0.0375   
bn4j_branch2c/moving_variance:0                   (1024,)           +0.0003        +0.0274      +0.0028   
res4k_branch2a/kernel:0                      (1, 1, 1024, 256)      -0.1347        +0.1886      +0.0112   
res4k_branch2a/bias:0                              (256,)           -0.0003        +0.0004      +0.0001   
bn4k_branch2a/gamma:0                              (256,)           +0.5378        +1.1973      +0.1223   
bn4k_branch2a/beta:0                               (256,)           -1.7272        +0.3938      +0.3092   
bn4k_branch2a/moving_mean:0                        (256,)           -6.0315        +1.7842      +1.1139   
bn4k_branch2a/moving_variance:0                    (256,)           +0.3504        +4.6503      +0.6216   
res4k_branch2b/kernel:0                       (3, 3, 256, 256)      -0.0789        +0.1234      +0.0093   
res4k_branch2b/bias:0                              (256,)           -0.0011        +0.0013      +0.0004   
bn4k_branch2b/gamma:0                              (256,)           +0.4945        +1.2237      +0.1247   
bn4k_branch2b/beta:0                               (256,)           -1.2793        +0.1984      +0.2591   
bn4k_branch2b/moving_mean:0                        (256,)           -1.0697        +1.5169      +0.3087   
bn4k_branch2b/moving_variance:0                    (256,)           +0.0201        +0.4110      +0.0620   
res4k_branch2c/kernel:0                      (1, 1, 256, 1024)      -0.1252        +0.2119      +0.0111   
res4k_branch2c/bias:0                             (1024,)           -0.0023        +0.0027      +0.0007   
bn4k_branch2c/gamma:0                             (1024,)           +0.1154        +1.9927      +0.2077   
bn4k_branch2c/beta:0                              (1024,)           -1.6104        +0.1856      +0.1600   
bn4k_branch2c/moving_mean:0                       (1024,)           -0.1643        +0.0819      +0.0371   
bn4k_branch2c/moving_variance:0                   (1024,)           +0.0018        +0.0433      +0.0044   
res4l_branch2a/kernel:0                      (1, 1, 1024, 256)      -0.2044        +0.1862      +0.0132   
res4l_branch2a/bias:0                              (256,)           -0.0004        +0.0005      +0.0001   
bn4l_branch2a/gamma:0                              (256,)           +0.4156        +1.5246      +0.1213   
bn4l_branch2a/beta:0                               (256,)           -1.8444        +0.3059      +0.2974   
bn4l_branch2a/moving_mean:0                        (256,)           -4.3532        +1.4638      +1.0180   
bn4l_branch2a/moving_variance:0                    (256,)           +0.6372        +5.7646      +0.7036   
res4l_branch2b/kernel:0                       (3, 3, 256, 256)      -0.1072        +0.1714      +0.0099   
res4l_branch2b/bias:0                              (256,)           -0.0013        +0.0032      +0.0007   
bn4l_branch2b/gamma:0                              (256,)           +0.4011        +1.3422      +0.1295   
bn4l_branch2b/beta:0                               (256,)           -1.4776        +0.4804      +0.2708   
bn4l_branch2b/moving_mean:0                        (256,)           -0.4929        +0.3995      +0.1252   
bn4l_branch2b/moving_variance:0                    (256,)           +0.0217        +0.2759      +0.0259   
res4l_branch2c/kernel:0                      (1, 1, 256, 1024)      -0.1195        +0.1652      +0.0120   
res4l_branch2c/bias:0                             (1024,)           -0.0023        +0.0029      +0.0008   
bn4l_branch2c/gamma:0                             (1024,)           +0.0784        +1.6700      +0.1758   
bn4l_branch2c/beta:0                              (1024,)           -1.0325        +0.7021      +0.1526   
bn4l_branch2c/moving_mean:0                       (1024,)           -0.1533        +0.0933      +0.0373   
bn4l_branch2c/moving_variance:0                   (1024,)           +0.0009        +0.0339      +0.0026   
res4m_branch2a/kernel:0                      (1, 1, 1024, 256)      -0.0783        +0.1587      +0.0116   
res4m_branch2a/bias:0                              (256,)           -0.0003        +0.0005      +0.0001   
bn4m_branch2a/gamma:0                              (256,)           +0.5355        +1.1833      +0.0989   
bn4m_branch2a/beta:0                               (256,)           -1.2993        +0.3064      +0.2239   
bn4m_branch2a/moving_mean:0                        (256,)           -5.8896        +1.3802      +1.0426   
bn4m_branch2a/moving_variance:0                    (256,)           +0.5695        +7.6590      +0.7444   
res4m_branch2b/kernel:0                       (3, 3, 256, 256)      -0.1015        +0.1321      +0.0089   
res4m_branch2b/bias:0                              (256,)           -0.0014        +0.0023      +0.0006   
bn4m_branch2b/gamma:0                              (256,)           +0.5788        +1.1915      +0.1009   
bn4m_branch2b/beta:0                               (256,)           -1.3689        +0.1971      +0.2354   
bn4m_branch2b/moving_mean:0                        (256,)           -0.7877        +0.6563      +0.1876   
bn4m_branch2b/moving_variance:0                    (256,)           +0.0295        +0.3663      +0.0473   
res4m_branch2c/kernel:0                      (1, 1, 256, 1024)      -0.1438        +0.1585      +0.0111   
res4m_branch2c/bias:0                             (1024,)           -0.0021        +0.0033      +0.0007   
bn4m_branch2c/gamma:0                             (1024,)           +0.1858        +1.7955      +0.1696   
bn4m_branch2c/beta:0                              (1024,)           -0.7631        +0.5816      +0.1474   
bn4m_branch2c/moving_mean:0                       (1024,)           -0.2008        +0.0926      +0.0429   
bn4m_branch2c/moving_variance:0                   (1024,)           +0.0013        +0.0343      +0.0039   
res4n_branch2a/kernel:0                      (1, 1, 1024, 256)      -0.1174        +0.1571      +0.0126   
res4n_branch2a/bias:0                              (256,)           -0.0004        +0.0003      +0.0001   
bn4n_branch2a/gamma:0                              (256,)           +0.4669        +1.0863      +0.1116   
bn4n_branch2a/beta:0                               (256,)           -1.2725        +0.0422      +0.2323   
bn4n_branch2a/moving_mean:0                        (256,)           -3.2392        +1.7882      +0.8253   
bn4n_branch2a/moving_variance:0                    (256,)           +0.6329        +3.4732      +0.4616   
res4n_branch2b/kernel:0                       (3, 3, 256, 256)      -0.1202        +0.1518      +0.0087   
res4n_branch2b/bias:0                              (256,)           -0.0015        +0.0026      +0.0008   
bn4n_branch2b/gamma:0                              (256,)           +0.4867        +1.1936      +0.1093   
bn4n_branch2b/beta:0                               (256,)           -1.0328        +0.5962      +0.2185   
bn4n_branch2b/moving_mean:0                        (256,)           -0.3883        +0.1123      +0.0881   
bn4n_branch2b/moving_variance:0                    (256,)           +0.0143        +0.2724      +0.0217   
res4n_branch2c/kernel:0                      (1, 1, 256, 1024)      -0.0972        +0.1520      +0.0107   
res4n_branch2c/bias:0                             (1024,)           -0.0026        +0.0024      +0.0006   
bn4n_branch2c/gamma:0                             (1024,)           +0.1898        +1.6749      +0.1231   
bn4n_branch2c/beta:0                              (1024,)           -0.7563        +0.6432      +0.1316   
bn4n_branch2c/moving_mean:0                       (1024,)           -0.2299        +0.1080      +0.0471   
bn4n_branch2c/moving_variance:0                   (1024,)           +0.0021        +0.0429      +0.0041   
res4o_branch2a/kernel:0                      (1, 1, 1024, 256)      -0.0874        +0.1296      +0.0122   
res4o_branch2a/bias:0                              (256,)           -0.0004        +0.0004      +0.0001   
bn4o_branch2a/gamma:0                              (256,)           +0.4142        +1.0781      +0.1035   
bn4o_branch2a/beta:0                               (256,)           -1.5069        +0.1566      +0.2355   
bn4o_branch2a/moving_mean:0                        (256,)           -6.5676        +1.6475      +1.1866   
bn4o_branch2a/moving_variance:0                    (256,)           +0.6190        +5.9674      +0.6751   
res4o_branch2b/kernel:0                       (3, 3, 256, 256)      -0.0943        +0.1299      +0.0087   
res4o_branch2b/bias:0                              (256,)           -0.0020        +0.0025      +0.0008   
bn4o_branch2b/gamma:0                              (256,)           +0.5270        +1.2140      +0.1085   
bn4o_branch2b/beta:0                               (256,)           -1.2508        +0.4131      +0.2243   
bn4o_branch2b/moving_mean:0                        (256,)           -0.4420        +0.3259      +0.1114   
bn4o_branch2b/moving_variance:0                    (256,)           +0.0193        +0.1740      +0.0210   
res4o_branch2c/kernel:0                      (1, 1, 256, 1024)      -0.1532        +0.1576      +0.0108   
res4o_branch2c/bias:0                             (1024,)           -0.0020        +0.0024      +0.0006   
bn4o_branch2c/gamma:0                             (1024,)           +0.2345        +1.9078      +0.1528   
bn4o_branch2c/beta:0                              (1024,)           -0.8016        +0.5618      +0.1388   
bn4o_branch2c/moving_mean:0                       (1024,)           -0.2384        +0.1076      +0.0495   
bn4o_branch2c/moving_variance:0                   (1024,)           +0.0016        +0.0486      +0.0047   
res4p_branch2a/kernel:0                      (1, 1, 1024, 256)      -0.1437        +0.2002      +0.0134   
res4p_branch2a/bias:0                              (256,)           -0.0003        +0.0004      +0.0001   
bn4p_branch2a/gamma:0                              (256,)           +0.4988        +1.0444      +0.0903   
bn4p_branch2a/beta:0                               (256,)           -1.4743        +0.0451      +0.2371   
bn4p_branch2a/moving_mean:0                        (256,)           -3.1050        +2.3637      +0.9707   
bn4p_branch2a/moving_variance:0                    (256,)           +0.7623        +3.6884      +0.5522   
res4p_branch2b/kernel:0                       (3, 3, 256, 256)      -0.0882        +0.1109      +0.0100   
res4p_branch2b/bias:0                              (256,)           -0.0014        +0.0026      +0.0007   
bn4p_branch2b/gamma:0                              (256,)           +0.4411        +1.3898      +0.1304   
bn4p_branch2b/beta:0                               (256,)           -1.4135        +0.4025      +0.2474   
bn4p_branch2b/moving_mean:0                        (256,)           -0.4054        +0.3653      +0.1037   
bn4p_branch2b/moving_variance:0                    (256,)           +0.0251        +0.1553      +0.0220   
res4p_branch2c/kernel:0                      (1, 1, 256, 1024)      -0.1112        +0.1682      +0.0119   
res4p_branch2c/bias:0                             (1024,)           -0.0018        +0.0023      +0.0006   
bn4p_branch2c/gamma:0                             (1024,)           +0.1798        +1.7109      +0.1945   
bn4p_branch2c/beta:0                              (1024,)           -1.0352        +0.3860      +0.1620   
bn4p_branch2c/moving_mean:0                       (1024,)           -0.2053        +0.1271      +0.0407   
bn4p_branch2c/moving_variance:0                   (1024,)           +0.0015        +0.0479      +0.0040   
res4q_branch2a/kernel:0                      (1, 1, 1024, 256)      -0.1244        +0.2540      +0.0135   
res4q_branch2a/bias:0                              (256,)           -0.0002        +0.0004      +0.0001   
bn4q_branch2a/gamma:0                              (256,)           +0.3410        +1.0031      +0.1056   
bn4q_branch2a/beta:0                               (256,)           -1.5839        +0.3562      +0.2876   
bn4q_branch2a/moving_mean:0                        (256,)           -5.2214        +2.3356      +1.1035   
bn4q_branch2a/moving_variance:0                    (256,)           +0.6609       +11.6783      +0.9515   
res4q_branch2b/kernel:0                       (3, 3, 256, 256)      -0.1791        +0.1978      +0.0087   
res4q_branch2b/bias:0                              (256,)           -0.0019        +0.0026      +0.0008   
bn4q_branch2b/gamma:0                              (256,)           +0.6497        +1.4637      +0.1187   
bn4q_branch2b/beta:0                               (256,)           -1.1866        +0.3726      +0.2477   
bn4q_branch2b/moving_mean:0                        (256,)           -0.3519        +0.1123      +0.0780   
bn4q_branch2b/moving_variance:0                    (256,)           +0.0133        +0.1143      +0.0136   
res4q_branch2c/kernel:0                      (1, 1, 256, 1024)      -0.1708        +0.1724      +0.0116   
res4q_branch2c/bias:0                             (1024,)           -0.0018        +0.0018      +0.0005   
bn4q_branch2c/gamma:0                             (1024,)           +0.0367        +2.1129      +0.2125   
bn4q_branch2c/beta:0                              (1024,)           -0.7801        +0.3530      +0.1494   
bn4q_branch2c/moving_mean:0                       (1024,)           -0.3719        +0.2027      +0.0712   
bn4q_branch2c/moving_variance:0                   (1024,)           +0.0013        +0.0541      +0.0063   
res4r_branch2a/kernel:0                      (1, 1, 1024, 256)      -0.1732        +0.2514      +0.0135   
res4r_branch2a/bias:0                              (256,)           -0.0002        +0.0003      +0.0001   
bn4r_branch2a/gamma:0                              (256,)           +0.2812        +0.9198      +0.1063   
bn4r_branch2a/beta:0                               (256,)           -1.3453        +0.2738      +0.2650   
bn4r_branch2a/moving_mean:0                        (256,)           -2.7110        +3.0688      +0.9259   
bn4r_branch2a/moving_variance:0                    (256,)           +0.8098        +9.7240      +0.7793   
res4r_branch2b/kernel:0                       (3, 3, 256, 256)      -0.1301        +0.1872      +0.0084   
res4r_branch2b/bias:0                              (256,)           -0.0021        +0.0033      +0.0010   
bn4r_branch2b/gamma:0                              (256,)           +0.5126        +1.4543      +0.1369   
bn4r_branch2b/beta:0                               (256,)           -0.9098        +0.6826      +0.2111   
bn4r_branch2b/moving_mean:0                        (256,)           -0.2939        +0.1038      +0.0677   
bn4r_branch2b/moving_variance:0                    (256,)           +0.0066        +0.0804      +0.0106   
res4r_branch2c/kernel:0                      (1, 1, 256, 1024)      -0.0859        +0.1765      +0.0110   
res4r_branch2c/bias:0                             (1024,)           -0.0022        +0.0019      +0.0005   
bn4r_branch2c/gamma:0                             (1024,)           +0.1361        +1.7460      +0.1510   
bn4r_branch2c/beta:0                              (1024,)           -0.7476        +0.3265      +0.1342   
bn4r_branch2c/moving_mean:0                       (1024,)           -0.2626        +0.1839      +0.0649   
bn4r_branch2c/moving_variance:0                   (1024,)           +0.0028        +0.0670      +0.0051   
res4s_branch2a/kernel:0                      (1, 1, 1024, 256)      -0.1292        +0.1828      +0.0127   
res4s_branch2a/bias:0                              (256,)           -0.0003        +0.0004      +0.0001   
bn4s_branch2a/gamma:0                              (256,)           +0.3422        +0.9709      +0.1061   
bn4s_branch2a/beta:0                               (256,)           -1.2851        +0.5316      +0.2681   
bn4s_branch2a/moving_mean:0                        (256,)           -8.8698        +2.0926      +1.2141   
bn4s_branch2a/moving_variance:0                    (256,)           +0.6463       +17.2415      +1.1652   
res4s_branch2b/kernel:0                       (3, 3, 256, 256)      -0.1999        +0.1850      +0.0083   
res4s_branch2b/bias:0                              (256,)           -0.0014        +0.0023      +0.0008   
bn4s_branch2b/gamma:0                              (256,)           +0.5177        +1.1958      +0.1044   
bn4s_branch2b/beta:0                               (256,)           -1.1253        +0.3303      +0.2240   
bn4s_branch2b/moving_mean:0                        (256,)           -0.4850        +0.1296      +0.0932   
bn4s_branch2b/moving_variance:0                    (256,)           +0.0122        +0.0847      +0.0115   
res4s_branch2c/kernel:0                      (1, 1, 256, 1024)      -0.1152        +0.1701      +0.0109   
res4s_branch2c/bias:0                             (1024,)           -0.0022        +0.0027      +0.0006   
bn4s_branch2c/gamma:0                             (1024,)           +0.1491        +1.7343      +0.1423   
bn4s_branch2c/beta:0                              (1024,)           -0.7702        +0.4371      +0.1229   
bn4s_branch2c/moving_mean:0                       (1024,)           -0.2327        +0.1329      +0.0533   
bn4s_branch2c/moving_variance:0                   (1024,)           +0.0022        +0.0453      +0.0037   
res4t_branch2a/kernel:0                      (1, 1, 1024, 256)      -0.1593        +0.1777      +0.0127   
res4t_branch2a/bias:0                              (256,)           -0.0002        +0.0003      +0.0001   
bn4t_branch2a/gamma:0                              (256,)           +0.4361        +1.2402      +0.1056   
bn4t_branch2a/beta:0                               (256,)           -1.1246        +0.2644      +0.2434   
bn4t_branch2a/moving_mean:0                        (256,)           -6.3550        +2.2208      +1.3414   
bn4t_branch2a/moving_variance:0                    (256,)           +0.7818        +5.8100      +0.6672   
res4t_branch2b/kernel:0                       (3, 3, 256, 256)      -0.1316        +0.1061      +0.0091   
res4t_branch2b/bias:0                              (256,)           -0.0012        +0.0018      +0.0005   
bn4t_branch2b/gamma:0                              (256,)           +0.4603        +1.2421      +0.1069   
bn4t_branch2b/beta:0                               (256,)           -1.1016        +0.6846      +0.2192   
bn4t_branch2b/moving_mean:0                        (256,)           -0.8846        +0.4358      +0.1821   
bn4t_branch2b/moving_variance:0                    (256,)           +0.0364        +0.3580      +0.0398   
res4t_branch2c/kernel:0                      (1, 1, 256, 1024)      -0.1657        +0.1616      +0.0114   
res4t_branch2c/bias:0                             (1024,)           -0.0024        +0.0022      +0.0006   
bn4t_branch2c/gamma:0                             (1024,)           +0.2183        +1.9895      +0.1715   
bn4t_branch2c/beta:0                              (1024,)           -0.7889        +0.3011      +0.1334   
bn4t_branch2c/moving_mean:0                       (1024,)           -0.2121        +0.1756      +0.0493   
bn4t_branch2c/moving_variance:0                   (1024,)           +0.0014        +0.0391      +0.0036   
res4u_branch2a/kernel:0                      (1, 1, 1024, 256)      -0.1057        +0.1566      +0.0119   
res4u_branch2a/bias:0                              (256,)           -0.0002        +0.0003      +0.0001   
bn4u_branch2a/gamma:0                              (256,)           +0.2834        +1.1096      +0.1160   
bn4u_branch2a/beta:0                               (256,)           -1.2988        +0.5389      +0.2511   
bn4u_branch2a/moving_mean:0                        (256,)           -9.9501        +2.8899      +1.3347   
bn4u_branch2a/moving_variance:0                    (256,)           +0.4432       +12.1801      +1.2243   
res4u_branch2b/kernel:0                       (3, 3, 256, 256)      -0.1245        +0.1182      +0.0078   
res4u_branch2b/bias:0                              (256,)           -0.0013        +0.0021      +0.0006   
bn4u_branch2b/gamma:0                              (256,)           +0.6163        +1.3519      +0.1058   
bn4u_branch2b/beta:0                               (256,)           -0.9694        +0.4349      +0.2029   
bn4u_branch2b/moving_mean:0                        (256,)           -0.5389        +0.4149      +0.1213   
bn4u_branch2b/moving_variance:0                    (256,)           +0.0170        +0.1117      +0.0160   
res4u_branch2c/kernel:0                      (1, 1, 256, 1024)      -0.1377        +0.1975      +0.0103   
res4u_branch2c/bias:0                             (1024,)           -0.0017        +0.0024      +0.0005   
bn4u_branch2c/gamma:0                             (1024,)           +0.0981        +1.7796      +0.1395   
bn4u_branch2c/beta:0                              (1024,)           -0.7754        +0.6953      +0.1624   
bn4u_branch2c/moving_mean:0                       (1024,)           -0.2808        +0.1409      +0.0702   
bn4u_branch2c/moving_variance:0                   (1024,)           +0.0023        +0.0837      +0.0066   
res4v_branch2a/kernel:0                      (1, 1, 1024, 256)      -0.1568        +0.2234      +0.0122   
res4v_branch2a/bias:0                              (256,)           -0.0002        +0.0003      +0.0001   
bn4v_branch2a/gamma:0                              (256,)           +0.3904        +1.0102      +0.0933   
bn4v_branch2a/beta:0                               (256,)           -1.2257        +0.4483      +0.2691   
bn4v_branch2a/moving_mean:0                        (256,)           -6.7398        +2.1281      +1.2705   
bn4v_branch2a/moving_variance:0                    (256,)           +0.6142        +6.2192      +0.7720   
res4v_branch2b/kernel:0                       (3, 3, 256, 256)      -0.1398        +0.1637      +0.0083   
res4v_branch2b/bias:0                              (256,)           -0.0015        +0.0016      +0.0005   
bn4v_branch2b/gamma:0                              (256,)           +0.6159        +1.1549      +0.0910   
bn4v_branch2b/beta:0                               (256,)           -1.0152        +0.8734      +0.1889   
bn4v_branch2b/moving_mean:0                        (256,)           -0.5943        +0.2525      +0.1225   
bn4v_branch2b/moving_variance:0                    (256,)           +0.0272        +0.2850      +0.0257   
res4v_branch2c/kernel:0                      (1, 1, 256, 1024)      -0.1069        +0.1670      +0.0109   
res4v_branch2c/bias:0                             (1024,)           -0.0022        +0.0023      +0.0005   
bn4v_branch2c/gamma:0                             (1024,)           +0.2323        +1.6634      +0.1349   
bn4v_branch2c/beta:0                              (1024,)           -0.9276        +0.5132      +0.1990   
bn4v_branch2c/moving_mean:0                       (1024,)           -0.3138        +0.2207      +0.0648   
bn4v_branch2c/moving_variance:0                   (1024,)           +0.0023        +0.0550      +0.0047   
res4w_branch2a/kernel:0                      (1, 1, 1024, 256)      -0.1348        +0.2109      +0.0126   
res4w_branch2a/bias:0                              (256,)           -0.0003        +0.0003      +0.0001   
bn4w_branch2a/gamma:0                              (256,)           +0.2476        +1.0833      +0.1122   
bn4w_branch2a/beta:0                               (256,)           -1.4638        +0.3453      +0.2942   
bn4w_branch2a/moving_mean:0                        (256,)          -15.1299        +2.8008      +2.1165   
bn4w_branch2a/moving_variance:0                    (256,)           +0.7279       +19.8808      +1.5136   
res4w_branch2b/kernel:0                       (3, 3, 256, 256)      -0.1028        +0.1705      +0.0083   
res4w_branch2b/bias:0                              (256,)           -0.0022        +0.0026      +0.0007   
bn4w_branch2b/gamma:0                              (256,)           +0.7043        +1.4043      +0.0988   
bn4w_branch2b/beta:0                               (256,)           -0.9662        +0.3885      +0.2009   
bn4w_branch2b/moving_mean:0                        (256,)           -0.3679        +0.2234      +0.0824   
bn4w_branch2b/moving_variance:0                    (256,)           +0.0133        +0.1334      +0.0153   
res4w_branch2c/kernel:0                      (1, 1, 256, 1024)      -0.1439        +0.1879      +0.0108   
res4w_branch2c/bias:0                             (1024,)           -0.0013        +0.0016      +0.0004   
bn4w_branch2c/gamma:0                             (1024,)           +0.0218        +1.5397      +0.1516   
bn4w_branch2c/beta:0                              (1024,)           -0.8511        +0.5035      +0.1815   
bn4w_branch2c/moving_mean:0                       (1024,)           -0.4728        +0.1823      +0.1269   
bn4w_branch2c/moving_variance:0                   (1024,)           +0.0008        +0.1209      +0.0090   
res5a_branch2a/kernel:0                      (1, 1, 1024, 512)      -0.1738        +0.2132      +0.0142   
res5a_branch2a/bias:0                              (512,)           -0.0004        +0.0003      +0.0001   
bn5a_branch2a/gamma:0                              (512,)           +0.5009        +1.2290      +0.1231   
bn5a_branch2a/beta:0                               (512,)           -1.4502        +0.4993      +0.3033   
bn5a_branch2a/moving_mean:0                        (512,)          -11.4545        +4.6925      +1.6878   
bn5a_branch2a/moving_variance:0                    (512,)           +1.1314       +15.7920      +1.4502   
res5a_branch2b/kernel:0                       (3, 3, 512, 512)      -0.2447        +0.3224      +0.0090   
res5a_branch2b/bias:0                              (512,)           -0.0009        +0.0009      +0.0003   
bn5a_branch2b/gamma:0                              (512,)           +0.3041        +1.4099      +0.1359   
bn5a_branch2b/beta:0                               (512,)           -1.6462        +0.7151      +0.3145   
bn5a_branch2b/moving_mean:0                        (512,)           -2.2210        +1.7648      +0.3094   
bn5a_branch2b/moving_variance:0                    (512,)           +0.1187        +1.4766      +0.1865   
res5a_branch2c/kernel:0                      (1, 1, 512, 2048)      -0.2853        +0.3237      +0.0121   
res5a_branch2c/bias:0                             (2048,)           -0.0017        +0.0047      +0.0004   
res5a_branch1/kernel:0                       (1, 1, 1024, 2048)     -0.3707        +0.4657      +0.0104   
res5a_branch1/bias:0                              (2048,)           -0.0003        +0.0004      +0.0001   
bn5a_branch2c/gamma:0                             (2048,)           +0.6630        +2.6868      +0.2373   
bn5a_branch2c/beta:0                              (2048,)           -1.8489        +1.4641      +0.2354   
bn5a_branch2c/moving_mean:0                       (2048,)           -0.5774        +0.6525      +0.0644   
bn5a_branch2c/moving_variance:0                   (2048,)           +0.0024        +0.1612      +0.0084   
bn5a_branch1/gamma:0                              (2048,)           +0.8582        +4.8496      +0.5097   
bn5a_branch1/beta:0                               (2048,)           -1.8488        +1.4644      +0.2354   
bn5a_branch1/moving_mean:0                        (2048,)          -10.0727        +4.4287      +1.0954   
bn5a_branch1/moving_variance:0                    (2048,)           +0.2868        +7.7099      +0.5971   
res5b_branch2a/kernel:0                      (1, 1, 2048, 512)      -0.1599        +0.2517      +0.0106   
res5b_branch2a/bias:0                              (512,)           -0.0002        +0.0006      +0.0001   
bn5b_branch2a/gamma:0                              (512,)           +0.3783        +1.1329      +0.0958   
bn5b_branch2a/beta:0                               (512,)           -1.1817        +0.5988      +0.1972   
bn5b_branch2a/moving_mean:0                        (512,)           -4.4332        +5.7965      +0.6776   
bn5b_branch2a/moving_variance:0                    (512,)           +0.8363        +7.6290      +0.8946   
res5b_branch2b/kernel:0                       (3, 3, 512, 512)      -0.1318        +0.2404      +0.0079   
res5b_branch2b/bias:0                              (512,)           -0.0007        +0.0014      +0.0003   
bn5b_branch2b/gamma:0                              (512,)           +0.5244        +1.1690      +0.1050   
bn5b_branch2b/beta:0                               (512,)           -1.8374        +0.5500      +0.2784   
bn5b_branch2b/moving_mean:0                        (512,)           -1.3069        +1.7223      +0.2265   
bn5b_branch2b/moving_variance:0                    (512,)           +0.0572        +1.0433      +0.0724   
res5b_branch2c/kernel:0                      (1, 1, 512, 2048)      -0.1341        +0.1959      +0.0105   
res5b_branch2c/bias:0                             (2048,)           -0.0023        +0.0038      +0.0004   
bn5b_branch2c/gamma:0                             (2048,)           +0.5627        +2.4065      +0.2233   
bn5b_branch2c/beta:0                              (2048,)           -2.3544        +0.1636      +0.2122   
bn5b_branch2c/moving_mean:0                       (2048,)           -0.4428        +1.0842      +0.0525   
bn5b_branch2c/moving_variance:0                   (2048,)           +0.0020        +0.2272      +0.0065   
res5c_branch2a/kernel:0                      (1, 1, 2048, 512)      -0.1972        +0.3576      +0.0114   
res5c_branch2a/bias:0                              (512,)           -0.0003        +0.0010      +0.0001   
bn5c_branch2a/gamma:0                              (512,)           +0.1701        +1.1339      +0.0974   
bn5c_branch2a/beta:0                               (512,)           -1.3939        +0.8510      +0.2520   
bn5c_branch2a/moving_mean:0                        (512,)           -3.1862        +5.4617      +0.5412   
bn5c_branch2a/moving_variance:0                    (512,)           +0.5824        +9.3422      +1.1140   
res5c_branch2b/kernel:0                       (3, 3, 512, 512)      -0.0934        +0.0979      +0.0071   
res5c_branch2b/bias:0                              (512,)           -0.0009        +0.0021      +0.0004   
bn5c_branch2b/gamma:0                              (512,)           +0.4851        +1.1433      +0.0917   
bn5c_branch2b/beta:0                               (512,)           -1.4239        +0.3343      +0.2745   
bn5c_branch2b/moving_mean:0                        (512,)           -0.6456        +0.1676      +0.1068   
bn5c_branch2b/moving_variance:0                    (512,)           +0.0354        +0.4077      +0.0522   
res5c_branch2c/kernel:0                      (1, 1, 512, 2048)      -0.1305        +0.1310      +0.0102   
res5c_branch2c/bias:0                             (2048,)           -0.0015        +0.0018      +0.0004   
bn5c_branch2c/gamma:0                             (2048,)           +0.6002        +2.5362      +0.2190   
bn5c_branch2c/beta:0                              (2048,)           -4.0099        -0.6662      +0.2211   
bn5c_branch2c/moving_mean:0                       (2048,)           -0.3058        +0.1791      +0.0368   
bn5c_branch2c/moving_variance:0                   (2048,)           +0.0024        +0.0645      +0.0039   
fpn_c5p5/kernel:0                            (1, 1, 2048, 256)      -0.0510        +0.0565      +0.0073   
fpn_c5p5/bias:0                                    (256,)           -0.0142        +0.0118      +0.0050   
fpn_c4p4/kernel:0                            (1, 1, 1024, 256)      -0.1123        +0.0818      +0.0094   
fpn_c4p4/bias:0                                    (256,)           -0.0045        +0.0040      +0.0014   
fpn_c3p3/kernel:0                             (1, 1, 512, 256)      -0.0493        +0.0515      +0.0072   
fpn_c3p3/bias:0                                    (256,)           -0.0061        +0.0056      +0.0019   
fpn_c2p2/kernel:0                             (1, 1, 256, 256)      -0.0335        +0.0486      +0.0057   
fpn_c2p2/bias:0                                    (256,)           -0.0052        +0.0061      +0.0020   
fpn_p5/kernel:0                               (3, 3, 256, 256)      -0.0338        +0.0381      +0.0054   
fpn_p5/bias:0                                      (256,)           -0.0081        +0.0080      +0.0035   
fpn_p2/kernel:0                               (3, 3, 256, 256)      -0.0273        +0.0333      +0.0051   
fpn_p2/bias:0                                      (256,)           -0.0067        +0.0057      +0.0022   
fpn_p3/kernel:0                               (3, 3, 256, 256)      -0.0241        +0.0286      +0.0046   
fpn_p3/bias:0                                      (256,)           -0.0038        +0.0039      +0.0015   
fpn_p4/kernel:0                               (3, 3, 256, 256)      -0.0272        +0.0313      +0.0048   
fpn_p4/bias:0                                      (256,)           -0.0038        +0.0035      +0.0016   
rpn_conv_shared/kernel:0                      (3, 3, 256, 512)      -0.0218        +0.0220      +0.0015   
rpn_conv_shared/bias:0                             (512,)           -0.0018        +0.0046      +0.0006   
rpn_class_raw/kernel:0                         (1, 1, 512, 6)       -0.0747        +0.0747      +0.0107   
rpn_class_raw/bias:0                                (6,)            -0.0125        +0.0125      +0.0075   
rpn_bbox_pred/kernel:0                        (1, 1, 512, 12)       -0.0799        +0.1855      +0.0167   
rpn_bbox_pred/bias:0                               (12,)            -0.0210        +0.0246      +0.0135   
mrcnn_class_conv1/kernel:0                   (7, 7, 256, 1024)      -0.0240        +0.0257      +0.0032   
mrcnn_class_conv1/bias:0                          (1024,)           -0.0014        +0.0003      +0.0003   
mrcnn_class_bn1/gamma:0                           (1024,)           +0.9524        +1.0386      +0.0077   
mrcnn_class_bn1/beta:0                            (1024,)           -0.0322        +0.0047      +0.0034   
mrcnn_class_bn1/moving_mean:0                     (1024,)          -20.4790        +8.7007      +2.2488   
mrcnn_class_bn1/moving_variance:0                 (1024,)           +3.2710      +175.0298     +10.5956   
mrcnn_class_conv2/kernel:0                   (1, 1, 1024, 1024)     -0.0664        +0.0370      +0.0051   
