WEIGHT NAME                                        SHAPE             MIN           MAX           STD      
mrcnn_class_conv2/bias:0                          (1024,)           -0.0178        +0.0246      +0.0044   
mrcnn_class_bn2/gamma:0                           (1024,)           +0.9705        +1.0426      +0.0089   
mrcnn_class_bn2/beta:0                            (1024,)           -0.0122        +0.0285      +0.0042   
mrcnn_class_bn2/moving_mean:0                     (1024,)           -0.6272        +0.5237      +0.1323   
mrcnn_class_bn2/moving_variance:0                 (1024,)           +0.0072        +0.6561      +0.0431   
mrcnn_class_logits/kernel:0                      (1024, 81)         -0.1148        +0.2102      +0.0163   
mrcnn_class_logits/bias:0                          (81,)            -0.0112        +0.1047      +0.0131   
mrcnn_bbox_fc/kernel:0                          (1024, 324)         -0.0696        +0.0773      +0.0070   
mrcnn_bbox_fc/bias:0                               (324,)           -0.0088        +0.0332      +0.0027   
mrcnn_mask_conv1/kernel:0                     (3, 3, 256, 256)      -0.0537        +0.0470      +0.0045   
mrcnn_mask_conv1/bias:0                            (256,)           -0.0036        +0.0022      +0.0009   
mrcnn_mask_bn1/gamma:0                             (256,)           +0.9716        +1.0834      +0.0125   
mrcnn_mask_bn1/beta:0                              (256,)           -0.0214        +0.0027      +0.0035   
mrcnn_mask_bn1/moving_mean:0                       (256,)           -4.2402        +1.4667      +0.7274   
mrcnn_mask_bn1/moving_variance:0                   (256,)           +0.3057        +5.8205      +0.9377   
mrcnn_mask_conv2/kernel:0                     (3, 3, 256, 256)      -0.0553        +0.1002      +0.0045   
mrcnn_mask_conv2/bias:0                            (256,)           -0.0049        +0.0035      +0.0016   
mrcnn_mask_bn2/gamma:0                             (256,)           +0.9759        +1.0324      +0.0093   
mrcnn_mask_bn2/beta:0                              (256,)           -0.0175        +0.0022      +0.0034   
mrcnn_mask_bn2/moving_mean:0                       (256,)           -0.7085        +0.2866      +0.1437   
mrcnn_mask_bn2/moving_variance:0                   (256,)           +0.0300        +0.3525      +0.0369   
mrcnn_mask_conv3/kernel:0                     (3, 3, 256, 256)      -0.0438        +0.0467      +0.0042   
mrcnn_mask_conv3/bias:0                            (256,)           -0.0105        +0.0077      +0.0028   
mrcnn_mask_bn3/gamma:0                             (256,)           +0.9780        +1.0279      +0.0076   
mrcnn_mask_bn3/beta:0                              (256,)           -0.0309        +0.0011      +0.0044   
mrcnn_mask_bn3/moving_mean:0                       (256,)           -0.5781        +0.2730      +0.1416   
mrcnn_mask_bn3/moving_variance:0                   (256,)           +0.0265        +0.1663      +0.0258   
mrcnn_mask_conv4/kernel:0                     (3, 3, 256, 256)      -0.0338        +0.0278      +0.0037   
mrcnn_mask_conv4/bias:0                            (256,)           -0.0015        +0.0041      +0.0008   
mrcnn_mask_bn4/gamma:0                             (256,)           +0.9893        +1.0642      +0.0184   
mrcnn_mask_bn4/beta:0                              (256,)           +0.0042        +0.0452      +0.0110   
mrcnn_mask_bn4/moving_mean:0                       (256,)           -0.2408        +0.1736      +0.0773   
mrcnn_mask_bn4/moving_variance:0                   (256,)           +0.0150        +0.0639      +0.0084   
mrcnn_mask_deconv/kernel:0                    (2, 2, 256, 256)      -0.0297        +0.0526      +0.0047   
mrcnn_mask_deconv/bias:0                           (256,)           -0.0024        +0.0716      +0.0104   
mrcnn_mask/kernel:0                           (1, 1, 256, 81)       -0.0768        +0.1120      +0.0149   
mrcnn_mask/bias:0                                  (81,)            -0.0334        +0.0541      +0.0149   
